serial_no,exam_name,question,options/A,options/B,options/C,options/D,answer,explanation
935,DAT 2021-2022,কোনটি Live attenuated ভ্যাক্সিন?,হাম,হেপাটাইটিস বি,টিটেনাস,ইনফ্লুয়েঞ্জা,A,"মিজলজ (হাম) → Live attenuated vaccine,
হেপাটাইটিস বি → Subunut vaccine,
টিটেনাস → Toxoid vaccine,
ইনফ্লুয়েঞ্জা → Killed or Inactivated vaccine."
982,AFMC 2019-2020,কত BMI কে স্বাভাবিক ওজন হিসেবে ধরা হয়?,25.2-29.1,21.5-23.9,18.5-24.9,10.1-14.8,C,"ওজন (কি.গ্রা.) / উচ্চতা (মিটার) → শ্রেনী
< ১৮.৫০→ওজনহীনতা
১৮.৫০ – ২৪.৯ → স্বাভাবিক
২৫.০০ – ২৯.৯ → ওজনাধিক্য
৩০.০০ – ৩৪.৯ → গ্রেড-১ স্থুলতা
৩৫.০০ – ৩৯.৯→ গ্রেড-২ স্থুলতা
> ৪০.০০ →গ্রেড-৩ স্থুলতা/ রোগ গ্রস্থ চূড়ান্ত পর্যায়ের স্থুলতা"
548,MAT 2010-2011,মানুষের গ্লোমেরুলাসে পরিদ্রুত মূত্র ADH এর প্রভাব ছাড়া নিম্নের (%) কতভাগ পুনঃশোষণ প্রক্রিয়ায় নেফ্রনের প্রক্সিমাল প্যাঁচানো নালিকায় শোষিত হয়?,20,40,60,80,C,"নেফ্রনের প্রক্সিমাল প্যাঁচানো নালিকায় প্রায় 60% পুনঃশোষণ ঘটে, বাকি 40% লুপ অব হেনলি, ডিস্টাল প্যাঁচানো নালিকা ও সংগ্রাহী নালিকায় শোষিত হয়।"
339,DAT 2017-2018,মোলার দাঁতের কাজ কোনটি?,খাবার টুকরা করা ও ছেঁড়া,খাবার টুকরা করা ও পেষণ করা,খাবার চর্বন করা ও পেষণ করা,খাবার ছোঁড়া ও চর্বন করা,B,"মোলার দাঁতের কাজ হচ্ছে খাবার টুকরা করা ও পেষণ করা, যা খাবারের পরিপাক প্রক্রিয়ায় সহায়তা করে।"
197,AFMC 2021-2022,প্যানক্রিয়াসের আইলেটস অব ল্যাঙ্গার হ্যান্স এর কোন কোষ (Cells) থেকে ইনসুলিন নিঃসৃত হয়?,আলফা কোষ,ডেলটা কোষ,পিপি কোষ,বিটা কোষ,D,আলফা কোষ থেকে গ্লুকাগন এবং বিটা কোষ থেকে ইনসুলিন নিঃসৃত হয়।
970,MAT 2020-2021,গ্রোথ হরমোন কোথায় তৈরি হয়?,Thalamus,Hypothalamus,Adrenal gland,Pituitary gland,D,"অগ্র পিটুইটারি গ্রন্থি থেকে বৃদ্ধিপোষক হরমোন (STH) বা Growth hormone তৈরি ও নিঃসৃত হয়। অগ্র পিটুইটারি গ্রন্থি থেকে আর যে সব হরমোন নিঃসৃত হয়- Prolactin, LH, ACTH, TSH, FSH ।"
354,DAT 2016-2017,সেরেব্রামের দুটি খণ্ডকে সংযোগকারী স্নায়ু গুচ্ছের নাম-,কর্পাস অ্যালবিকান্স,কর্পাস অ্যাটরেটিকাম,কর্পাস ক্যালোসাম,কর্পাস লুটিয়াম,C,কর্পাস ক্যালোসাম সেরেব্রামের দুটি খণ্ডকে সংযুক্ত করে।
572,MAT 2009-2010,নিম্নের কোন অস্থিতে মজ্জা গহ্বর নাই?,ইশ্চিয়াম,স্টার্নাম,কারপাল,ক্ল্যাভিকল,D,"ক্ল্যাভিকল অস্থিতে মজ্জা গহ্বর থাকে না, এটি পরিবর্তিত দীর্ঘ অস্থি।"
94,AFMC 2019-2020,দেহের ভারসাম্য রক্ষা করে কোনটি?,বহিঃকর্ণ,অন্তঃকর্ণ,মধ্যাকর্ণ,কোনটিই নয়,B,
353,DAT 2016-2017,পাকস্থলিতে কোন করোটিক স্নায়ুর কার্যক্রম বিদ্যমান?,অপটিক,অডিটরি,ভেগাস,অকুলোমোটর,C,"ভেগাস স্নায়ু স্বরযন্ত্র, হৃৎপিণ্ড, পাকস্থলি ও ফুসফুসে কার্যক্রম পরিচালনা করে।"
127,AFMC 2017-2018,মুখমন্ডলীয় অস্থিতে প্যালেটিন এর সংখ্যা কত?,৫,২,১,৮,B,মুখমন্ডলীয় অস্থিতে প্যালেটিন আছে-২টি
202,AFMC 2021-2022,শ্বসনতন্ত্রের উৎপত্তি কোথা থেকে হয়?,Endoderm,Ectoderm,Mesoderm,Teloderm,A,শ্বসনতন্ত্রের উৎপত্তি এন্ডোডার্ম থেকে হয়।
154,DAT 2024-2025,পূর্ণবয়স্ক সুস্থ মানুষের দু'টি ফুসফুসে আলভিওলাসের সংখ্যা কত?,২৫০ মিলিয়ন,৫০০ মিলিয়ন,৩০০ মিলিয়ন,৭০০ মিলিয়ন,D,"নবজাতক শিশুর ফুসফুসে ২০ মিলিয়ন, ৮ বছরের শিশুর ৩০০ মিলিয়ন এবং একজন পূর্ণবয়স্ক মানুষের ফুসফুসে প্রায় ৭০০ মিলিয়ন অ্যালভিওলাই থাকে।"
990,AFMC 2019-2020,গ্রন্থিরাজ বলা হয় কোনটিকে?,শুক্রাশয়,অগ্নাশয়,পিটুইটারি,লালা,C,"পিটুইটারি গ্রন্থি মস্তিষ্কের নিচের অংশে অবস্থিত। দেহের সবচেয়ে বেশি গুরুত্বপূর্ণনালিবিহীন গ্রন্থি হলেও এটি আকারে সবচেয়ে ক্ষুদ্র। এই গ্রন্থি থেকে গোনাডোট্রপিক, সোমাটোট্রপিক, থাইরয়েড উদ্দীপকে হরমোন, এডরেনোকর্টিকোট্রপিন ইত্যাদি হরমোন নিঃসৃতসৃ হয়। এই গ্রন্থি থেকে নিঃসৃতসৃ হরমোন সংখ্যায় যেমন বেশি, অপরদিকে অন্যান্য গ্রন্থির ওপর এসব হরমোনের প্রভাবও বেশি। এজন্য পিটুইটারি গ্রন্থিকে প্রধান/প্রভু গ্রন্থি বলা হয়।"
